ID,Order ID,Order Date,Ship Date,Shipping Method,Customer ID,Product ID,Quantity,Sales,Profit,Shipping Cost
14403,2015-41390,4/26/2015 0:00,4/30/2015 0:00,Standard,EW-192401,FW-S-4420,2,23.98,11.99,2.9592
14417,2015-41394,4/30/2015 0:00,5/2/2015 0:00,2 Day,SP-112301,AP-W-3782,5,124.95,37.485,10.7465
14418,2015-41394,4/30/2015 0:00,5/4/2015 0:00,Standard,WW-152201,AP-W-2879,10,109.9,32.97,6.396
14419,2015-41394,4/30/2015 0:00,5/4/2015 0:00,Standard,WW-152201,FW-Y-3913,5,224.95,134.97,10.998
14420,2015-41394,4/30/2015 0:00,5/4/2015 0:00,Standard,WW-152201,FW-Y-3911,5,224.95,134.97,10.998
14421,2015-41394,4/30/2015 0:00,5/4/2015 0:00,Standard,WW-152201,FW-Y-3910,1,44.99,26.994,3.7996
14422,2015-41394,4/30/2015 0:00,5/4/2015 0:00,Standard,WW-152201,SP-S-4390,1,25.99,12.995,3.0396
14426,2015-41395,5/1/2015 0:00,5/5/2015 0:00,Standard,EB-131201,SP-B-5295,6,53.94,13.485,4.1576
14427,2015-41395,5/1/2015 0:00,5/5/2015 0:00,Standard,EB-131201,FW-Y-2864,3,107.97,64.782,6.3188
14428,2015-41395,5/1/2015 0:00,5/5/2015 0:00,Standard,EB-131201,SP-S-4302,3,77.97,38.985,5.1188
14448,2015-41398,5/4/2015 0:00,5/9/2015 0:00,2 Day,SR-101351,FW-Y-3915,2,89.98,53.988,8.2986
14454,2015-41401,5/7/2015 0:00,5/12/2015 0:00,Standard,EC-122201,SP-S-4302,2,51.98,25.99,4.0792
14455,2015-41402,5/8/2015 0:00,5/10/2015 0:00,First Class,SB-102551,SP-S-4302,2,51.98,25.99,4.599
14456,2015-41402,5/8/2015 0:00,5/12/2015 0:00,Standard,WA-103751,SP-B-5299,2,125.98,31.495,7.0392
14457,2015-41402,5/8/2015 0:00,5/14/2015 0:00,Standard,SB-125351,FW-Y-3916,6,269.94,161.964,12.7976
14461,2015-41402,5/8/2015 0:00,5/15/2015 0:00,Standard,WW-184001,AP-M-4876,7,251.93,100.772,12.0772
14462,2015-41402,5/8/2015 0:00,5/15/2015 0:00,Standard,WW-184001,SP-S-3839,3,71.97,35.985,4.8788
14463,2015-41402,5/8/2015 0:00,5/15/2015 0:00,Standard,WW-184001,FW-Y-2867,3,107.97,64.782,6.3188
14464,2015-41402,5/8/2015 0:00,5/15/2015 0:00,Standard,WW-184001,FW-S-4420,2,23.98,11.99,2.9592
14465,2015-41402,5/8/2015 0:00,5/15/2015 0:00,Standard,WW-184001,SP-S-6604,3,50.97,25.485,4.0388
14467,2015-41404,5/10/2015 0:00,5/15/2015 0:00,Standard,WB-101651,AP-M-3407,4,47.96,19.184,3.9184
14472,2015-41406,5/12/2015 0:00,5/16/2015 0:00,Standard,WS-125051,SP-S-4460,6,155.94,77.97,8.2376
14473,2015-41406,5/12/2015 0:00,5/16/2015 0:00,Standard,WS-125051,SP-S-4390,3,77.97,38.985,5.1188
14481,2015-41408,5/14/2015 0:00,5/19/2015 0:00,Standard,SB-125351,FW-H-3621,5,229.95,68.985,11.198
14482,2015-41408,5/14/2015 0:00,5/19/2015 0:00,Standard,SB-125351,FW-S-4415,3,35.97,17.985,3.4388
14483,2015-41408,5/14/2015 0:00,5/19/2015 0:00,Standard,SB-125351,FW-S-4620,2,35.98,17.99,3.4392
14484,2015-41408,5/14/2015 0:00,5/19/2015 0:00,Standard,SB-125351,FW-Y-2862,3,107.97,64.782,6.3188
14494,2015-41409,5/15/2015 0:00,5/22/2015 0:00,Standard,CC-143351,SP-T-3745,2,49.98,9.996,3.9992
14512,2015-41417,5/23/2015 0:00,5/28/2015 0:00,Standard,EA-140351,SP-K-2908,3,74.97,29.988,4.9988
14518,2015-41419,5/25/2015 0:00,5/28/2015 0:00,2 Day,WY-127451,AP-W-3782,4,99.96,29.988,8.9972
14543,2015-41423,5/29/2015 0:00,5/31/2015 0:00,First Class,CC-121001,SP-F-2916,3,83.97,25.191,6.1985
14556,2015-41425,5/31/2015 0:00,6/2/2015 0:00,2 Day,WW-119051,SP-F-3081,6,173.94,52.182,14.1758
14579,2015-41429,6/4/2015 0:00,6/9/2015 0:00,2 Day,EP-111551,AP-M-4938,3,107.97,43.188,9.5579
14580,2015-41429,6/4/2015 0:00,6/9/2015 0:00,2 Day,EP-111551,AP-M-4870,2,31.98,12.792,4.2386
14585,2015-41430,6/5/2015 0:00,6/9/2015 0:00,Standard,CB-115451,SP-S-6604,2,33.98,16.99,3.3592
14630,2015-41438,6/13/2015 0:00,6/15/2015 0:00,2 Day,WC-142451,SP-B-5298,1,32.99,8.2475,4.3093
14636,2015-41440,6/15/2015 0:00,6/17/2015 0:00,First Class,SC-104501,AP-M-3407,1,11.99,4.796,2.5995
14648,2015-41443,6/18/2015 0:00,6/20/2015 0:00,First Class,WV-112451,FW-S-4417,4,47.96,23.98,4.398
14649,2015-41443,6/18/2015 0:00,6/20/2015 0:00,First Class,WV-112451,SP-S-6604,4,67.96,33.98,5.398
14650,2015-41443,6/18/2015 0:00,6/20/2015 0:00,First Class,WV-112451,SP-K-2849,3,71.97,28.788,5.5985
14652,2015-41443,6/18/2015 0:00,6/22/2015 0:00,Standard,WR-148301,SP-B-3503,4,111.96,27.99,6.4784
14668,2015-41445,6/20/2015 0:00,6/24/2015 0:00,2 Day,WC-111251,AP-M-4300,2,31.98,12.792,4.2386
14675,2015-41447,6/22/2015 0:00,6/27/2015 0:00,Standard,SW-204551,SP-K-2907,2,49.98,19.992,3.9992
14676,2015-41448,6/23/2015 0:00,6/28/2015 0:00,Standard,SS-123551,AP-W-3121,2,21.98,6.594,2.8792
14677,2015-41448,6/23/2015 0:00,6/28/2015 0:00,Standard,SS-123551,AP-W-3154,3,44.97,13.491,3.7988
14678,2015-41448,6/23/2015 0:00,6/28/2015 0:00,Standard,SS-123551,SP-F-3158,3,86.97,26.091,5.4788
14683,2015-41450,6/25/2015 0:00,7/1/2015 0:00,Standard,WB-101651,SP-T-5980,3,20.97,4.194,2.8388
14684,2015-41450,6/25/2015 0:00,7/1/2015 0:00,Standard,WB-101651,SP-K-2849,3,71.97,28.788,4.8788
14685,2015-41450,6/25/2015 0:00,7/1/2015 0:00,Standard,WB-101651,SP-F-3040,2,55.98,16.794,4.2392
14693,2015-41451,6/26/2015 0:00,6/30/2015 0:00,Standard,WB-133601,SP-S-4324,9,233.91,116.955,11.3564
14700,2015-41453,6/28/2015 0:00,7/2/2015 0:00,Standard,WY-127451,FW-Y-3910,4,179.96,107.976,9.1984
14701,2015-41453,6/28/2015 0:00,7/2/2015 0:00,Standard,WY-127451,SP-F-3080,2,57.98,17.394,4.3192
14702,2015-41453,6/28/2015 0:00,7/3/2015 0:00,2 Day,EW-135851,FW-H-3409,6,275.94,82.782,21.3158
14703,2015-41453,6/28/2015 0:00,7/3/2015 0:00,2 Day,EW-135851,SP-S-6604,3,50.97,25.485,5.5679
14710,2015-41457,7/2/2015 0:00,7/4/2015 0:00,First Class,WA-142301,FW-Y-2862,10,359.9,215.94,19.995
14711,2015-41457,7/2/2015 0:00,7/4/2015 0:00,First Class,WA-142301,AP-W-3183,1,34.99,10.497,3.7495
14712,2015-41457,7/2/2015 0:00,7/4/2015 0:00,First Class,WA-142301,SP-S-3507,2,47.98,23.99,4.399
14713,2015-41457,7/2/2015 0:00,7/4/2015 0:00,First Class,WA-142301,SP-K-6098,2,31.98,12.792,3.599
14722,2015-41457,7/2/2015 0:00,7/3/2015 0:00,First Class,CR-207401,SP-S-6604,3,50.97,25.485,4.5485
14733,2015-41460,7/5/2015 0:00,7/10/2015 0:00,Standard,WW-182201,SP-T-2922,3,71.97,14.394,4.8788
14734,2015-41460,7/5/2015 0:00,7/10/2015 0:00,Standard,WW-182201,AP-M-4788,3,47.97,19.188,3.9188
14746,2015-41464,7/9/2015 0:00,7/14/2015 0:00,Standard,ST-116801,AP-Y-4278,3,35.97,17.985,3.4388
14747,2015-41464,7/9/2015 0:00,7/14/2015 0:00,Standard,ST-116801,FW-Y-3914,2,89.98,53.988,5.5992
14748,2015-41464,7/9/2015 0:00,7/14/2015 0:00,Standard,ST-116801,SP-K-2880,9,215.91,86.364,10.6364
14749,2015-41464,7/9/2015 0:00,7/14/2015 0:00,Standard,ST-116801,SP-T-4891,7,251.93,50.386,12.0772
14750,2015-41464,7/9/2015 0:00,7/14/2015 0:00,Standard,ST-116801,SP-K-2869,3,71.97,28.788,4.8788
14751,2015-41464,7/9/2015 0:00,7/14/2015 0:00,Standard,ST-116801,SP-B-5298,4,131.96,32.99,7.2784
14752,2015-41464,7/9/2015 0:00,7/14/2015 0:00,Standard,ST-116801,SP-K-6098,6,95.94,38.376,5.8376
14753,2015-41464,7/9/2015 0:00,7/14/2015 0:00,Standard,ST-116801,SP-F-3184,3,86.97,26.091,5.4788
14754,2015-41464,7/9/2015 0:00,7/14/2015 0:00,Standard,ST-116801,SP-F-3040,4,111.96,33.588,6.4784
14755,2015-41464,7/9/2015 0:00,7/13/2015 0:00,Standard,SB-125351,SP-K-6098,3,47.97,19.188,3.9188
14756,2015-41464,7/9/2015 0:00,7/13/2015 0:00,Standard,SB-125351,SP-S-4323,2,51.98,25.99,4.0792
14832,2015-41481,7/26/2015 0:00,7/26/2015 0:00,Next Day,ER-102401,SP-S-4217,2,51.98,25.99,6.6782
14833,2015-41481,7/26/2015 0:00,7/31/2015 0:00,Standard,EP-110951,SP-B-5298,5,164.95,41.2375,8.598
14834,2015-41481,7/26/2015 0:00,7/31/2015 0:00,Standard,EP-110951,SP-K-6098,6,95.94,38.376,5.8376
14835,2015-41481,7/26/2015 0:00,7/31/2015 0:00,Standard,EP-110951,SP-K-2869,3,71.97,28.788,4.8788
14837,2015-41481,7/26/2015 0:00,7/28/2015 0:00,First Class,EA-127751,FW-R-3412,3,230.97,92.388,13.5485
14840,2015-41485,7/30/2015 0:00,8/3/2015 0:00,2 Day,WC-126101,SP-T-3361,4,99.96,19.992,8.9972
14845,2015-41486,7/31/2015 0:00,8/6/2015 0:00,Standard,CR-104051,AP-M-3125,6,71.94,28.776,4.8776
14856,2015-41488,8/2/2015 0:00,8/6/2015 0:00,Standard,WO-126401,AP-Y-5491,2,49.98,24.99,3.9992
14857,2015-41488,8/2/2015 0:00,8/6/2015 0:00,Standard,WO-126401,SP-K-2904,2,47.98,19.192,3.9192
14871,2015-41493,8/7/2015 0:00,8/8/2015 0:00,First Class,CW-165701,FW-Y-5172,3,26.97,16.182,3.3485
14872,2015-41493,8/7/2015 0:00,8/8/2015 0:00,First Class,CW-165701,SP-K-6098,4,63.96,25.584,5.198
14883,2015-41495,8/9/2015 0:00,8/16/2015 0:00,Standard,CS-131801,FW-R-3410,5,384.95,153.98,17.398
14884,2015-41495,8/9/2015 0:00,8/16/2015 0:00,Standard,CS-131801,SP-T-4891,1,35.99,7.198,3.4396
14885,2015-41495,8/9/2015 0:00,8/16/2015 0:00,Standard,CS-131801,SP-B-5294,1,2.99,0.7475,2.1196
14886,2015-41495,8/9/2015 0:00,8/13/2015 0:00,2 Day,ER-147701,FW-H-3621,5,229.95,68.985,18.0965
14907,2015-41497,8/11/2015 0:00,8/16/2015 0:00,Standard,SW-110651,FW-Y-3914,3,134.97,80.982,7.3988
14923,2015-41502,8/16/2015 0:00,8/20/2015 0:00,Standard,SW-159551,FW-H-3643,3,128.97,38.691,7.1588
14924,2015-41502,8/16/2015 0:00,8/20/2015 0:00,Standard,SW-159551,SP-T-3745,7,174.93,34.986,8.9972
14937,2015-41507,8/21/2015 0:00,8/26/2015 0:00,Standard,CS-131801,FW-H-3650,6,257.94,77.382,12.3176
14938,2015-41507,8/21/2015 0:00,8/26/2015 0:00,Standard,CS-131801,SP-T-3745,1,24.99,4.998,2.9996
14966,2015-41510,8/24/2015 0:00,8/28/2015 0:00,Standard,SB-120251,SP-T-6079,14,279.86,55.972,13.1944
14967,2015-41510,8/24/2015 0:00,8/28/2015 0:00,Standard,SB-120251,SP-T-3078,7,174.93,34.986,8.9972
14968,2015-41510,8/24/2015 0:00,8/28/2015 0:00,Standard,SB-120251,FW-R-3426,5,374.95,149.98,16.998
14969,2015-41510,8/24/2015 0:00,8/28/2015 0:00,Standard,SB-120251,SP-K-2852,3,71.97,28.788,4.8788
14970,2015-41510,8/24/2015 0:00,8/26/2015 0:00,First Class,WO-134351,SP-B-5296,3,50.97,12.7425,4.5485
14973,2015-41510,8/24/2015 0:00,8/28/2015 0:00,Standard,CW-164351,AP-Y-3783,7,62.93,31.465,4.5172
14974,2015-41510,8/24/2015 0:00,8/28/2015 0:00,Standard,CW-164351,AP-W-3163,3,44.97,13.491,3.7988
14975,2015-41510,8/24/2015 0:00,8/28/2015 0:00,Standard,CW-164351,AP-M-3124,4,47.96,19.184,3.9184
14985,2015-41513,8/27/2015 0:00,8/31/2015 0:00,Standard,CC-121001,SP-K-2905,1,24.99,9.996,2.9996
14990,2015-41514,8/28/2015 0:00,9/1/2015 0:00,Standard,CP-111851,AP-W-3181,5,174.95,52.485,8.998
14991,2015-41514,8/28/2015 0:00,9/1/2015 0:00,Standard,CP-111851,FW-R-3427,1,74.99,29.996,4.9996
14992,2015-41514,8/28/2015 0:00,9/4/2015 0:00,Standard,SB-120251,SP-T-3079,5,124.95,24.99,6.998
14993,2015-41514,8/28/2015 0:00,9/4/2015 0:00,Standard,SB-120251,SP-T-3745,9,224.91,44.982,10.9964
14994,2015-41514,8/28/2015 0:00,9/4/2015 0:00,Standard,SB-120251,FW-H-3643,2,85.98,25.794,5.4392
14995,2015-41514,8/28/2015 0:00,9/4/2015 0:00,Standard,SB-120251,SP-K-2923,5,124.95,49.98,6.998
14996,2015-41514,8/28/2015 0:00,9/4/2015 0:00,Standard,SB-120251,AP-W-3017,3,32.97,9.891,3.3188
14997,2015-41514,8/28/2015 0:00,9/4/2015 0:00,Standard,SB-120251,FW-Y-3911,2,89.98,53.988,5.5992
15000,2015-41515,8/29/2015 0:00,9/2/2015 0:00,Standard,CC-121001,AP-W-3182,2,69.98,20.994,4.7992
15001,2015-41515,8/29/2015 0:00,9/2/2015 0:00,Standard,CC-121001,AP-M-5097,7,181.93,72.772,9.2772
15002,2015-41517,8/31/2015 0:00,9/5/2015 0:00,Standard,ER-105101,SP-S-6604,9,152.91,76.455,8.1164
15009,2015-41518,9/1/2015 0:00,9/8/2015 0:00,Standard,WR-129401,SP-T-3015,6,143.94,28.788,7.7576
15010,2015-41518,9/1/2015 0:00,9/8/2015 0:00,Standard,WR-129401,FW-Y-3916,2,89.98,53.988,5.5992
15011,2015-41518,9/1/2015 0:00,9/8/2015 0:00,Standard,WR-129401,FW-S-4413,1,13.99,6.995,2.5596
15012,2015-41518,9/1/2015 0:00,9/8/2015 0:00,Standard,WR-129401,SP-K-2906,5,124.95,49.98,6.998
15016,2015-41520,9/3/2015 0:00,9/8/2015 0:00,Standard,CS-106301,FW-S-4650,2,35.98,17.99,3.4392
15017,2015-41520,9/3/2015 0:00,9/8/2015 0:00,Standard,CS-106301,SP-K-2904,2,47.98,19.192,3.9192
15019,2015-41520,9/3/2015 0:00,9/9/2015 0:00,Standard,EB-131201,AP-M-4936,5,179.95,71.98,9.198
15020,2015-41520,9/3/2015 0:00,9/9/2015 0:00,Standard,EB-131201,SP-T-6088,3,149.97,29.994,7.9988
15021,2015-41520,9/3/2015 0:00,9/9/2015 0:00,Standard,EB-131201,AP-M-4945,2,51.98,20.792,4.0792
15030,2015-41521,9/4/2015 0:00,9/8/2015 0:00,Standard,SS-123551,AP-M-3373,5,59.95,23.98,4.398
15031,2015-41521,9/4/2015 0:00,9/8/2015 0:00,Standard,SS-123551,SP-S-3839,5,119.95,59.975,6.798
15032,2015-41521,9/4/2015 0:00,9/8/2015 0:00,Standard,SS-123551,SP-F-6129,2,39.98,11.994,3.5992
15033,2015-41521,9/4/2015 0:00,9/8/2015 0:00,Standard,SS-123551,SP-K-2852,2,47.98,19.192,3.9192
15034,2015-41521,9/4/2015 0:00,9/7/2015 0:00,2 Day,CS-131801,AP-M-4877,3,107.97,43.188,9.5579
15040,2015-41522,9/5/2015 0:00,9/11/2015 0:00,Standard,CA-120551,SP-S-4324,9,233.91,116.955,11.3564
15041,2015-41522,9/5/2015 0:00,9/11/2015 0:00,Standard,CA-120551,SP-K-2908,5,124.95,49.98,6.998
15042,2015-41522,9/5/2015 0:00,9/11/2015 0:00,Standard,CA-120551,SP-K-2909,3,74.97,29.988,4.9988
15046,2015-41523,9/6/2015 0:00,9/8/2015 0:00,2 Day,ET-104351,SP-K-2911,1,24.99,9.996,3.7493
15048,2015-41523,9/6/2015 0:00,9/12/2015 0:00,Standard,CT-113051,FW-Y-4236,3,98.97,59.382,5.9588
15049,2015-41523,9/6/2015 0:00,9/12/2015 0:00,Standard,CT-113051,SP-K-2911,2,49.98,19.992,3.9992
15050,2015-41523,9/6/2015 0:00,9/12/2015 0:00,Standard,SS-115901,AP-W-3514,2,69.98,20.994,4.7992
15051,2015-41523,9/6/2015 0:00,9/12/2015 0:00,Standard,SS-115901,SP-B-3445,1,27.99,6.9975,3.1196
15052,2015-41523,9/6/2015 0:00,9/13/2015 0:00,Standard,CC-124301,FW-S-4393,2,85.98,42.99,5.4392
15055,2015-41523,9/6/2015 0:00,9/9/2015 0:00,2 Day,SW-204551,FW-R-3427,1,74.99,29.996,7.2493
15061,2015-41524,9/7/2015 0:00,9/11/2015 0:00,Standard,CC-121451,FW-S-4619,2,35.98,17.99,3.4392
15062,2015-41524,9/7/2015 0:00,9/9/2015 0:00,2 Day,WC-126101,SP-B-3485,4,111.96,27.99,9.8372
15064,2015-41524,9/7/2015 0:00,9/14/2015 0:00,Standard,CR-170351,AP-W-3169,6,209.94,62.982,10.3976
15065,2015-41524,9/7/2015 0:00,9/14/2015 0:00,Standard,CR-170351,SP-K-2850,1,23.99,9.596,2.9596
15066,2015-41524,9/7/2015 0:00,9/14/2015 0:00,Standard,CR-170351,SP-K-2905,3,74.97,29.988,4.9988
15073,2015-41527,9/10/2015 0:00,9/15/2015 0:00,Standard,EB-101501,SP-S-4324,3,77.97,38.985,5.1188
15074,2015-41527,9/10/2015 0:00,9/14/2015 0:00,Standard,CR-103451,FW-S-3433,1,42.99,21.495,3.7196
15075,2015-41527,9/10/2015 0:00,9/17/2015 0:00,Standard,EO-114251,SP-B-4729,2,35.98,8.995,3.4392
15076,2015-41527,9/10/2015 0:00,9/14/2015 0:00,Standard,CC-121451,SP-S-4460,4,103.96,51.98,6.1584
15080,2015-41527,9/10/2015 0:00,9/16/2015 0:00,Standard,WA-142301,FW-Y-5174,6,53.94,32.364,4.1576
15095,2015-41529,9/12/2015 0:00,9/17/2015 0:00,2 Day,CC-126701,AP-M-5094,2,51.98,20.792,5.6386
15104,2015-41530,9/13/2015 0:00,9/17/2015 0:00,Standard,WM-107051,SP-K-2852,4,95.96,38.384,5.8384
15119,2015-41531,9/14/2015 0:00,9/19/2015 0:00,Standard,WA-122651,FW-R-3412,5,384.95,153.98,17.398
15121,2015-41531,9/14/2015 0:00,9/18/2015 0:00,Standard,SC-126851,SP-T-3058,6,143.94,28.788,7.7576
15122,2015-41531,9/14/2015 0:00,9/18/2015 0:00,Standard,SC-126851,AP-M-4876,2,71.98,28.792,4.8792
15123,2015-41531,9/14/2015 0:00,9/18/2015 0:00,Standard,SC-126851,SP-K-6098,9,143.91,57.564,7.7564
15125,2015-41532,9/15/2015 0:00,9/20/2015 0:00,Standard,CC-106151,SP-T-2920,2,47.98,9.596,3.9192
15126,2015-41532,9/15/2015 0:00,9/20/2015 0:00,Standard,CC-106151,SP-K-2908,4,99.96,39.984,5.9984
15130,2015-41532,9/15/2015 0:00,9/17/2015 0:00,2 Day,CT-119951,SP-B-4741,8,175.92,43.98,14.3144
15131,2015-41532,9/15/2015 0:00,9/17/2015 0:00,2 Day,CT-119951,SP-T-3059,2,49.98,9.996,5.4986
15136,2015-41532,9/15/2015 0:00,9/19/2015 0:00,Standard,WW-184001,FW-S-4420,7,83.93,41.965,5.3572
15137,2015-41532,9/15/2015 0:00,9/19/2015 0:00,Standard,WW-184001,FW-R-3561,2,149.98,59.992,7.9992
15138,2015-41532,9/15/2015 0:00,9/19/2015 0:00,Standard,WW-184001,AP-W-3123,3,32.97,9.891,3.3188
15140,2015-41534,9/17/2015 0:00,9/20/2015 0:00,First Class,ES-118451,SP-K-2904,3,71.97,28.788,5.5985
15163,2015-41535,9/18/2015 0:00,9/24/2015 0:00,Standard,CB-100601,SP-S-4115,2,51.98,25.99,4.0792
15168,2015-41535,9/18/2015 0:00,9/23/2015 0:00,2 Day,WR-162101,AP-M-4140,9,107.91,43.164,9.5537
15177,2015-41536,9/19/2015 0:00,9/23/2015 0:00,Standard,WC-142451,FW-Y-5165,3,26.97,16.182,3.0788
15178,2015-41536,9/19/2015 0:00,9/22/2015 0:00,2 Day,EW-146051,AP-W-3163,14,209.86,62.958,16.6902
15181,2015-41536,9/19/2015 0:00,9/22/2015 0:00,2 Day,WW-195401,SP-S-3842,2,47.98,23.99,5.3586
15184,2015-41537,9/20/2015 0:00,9/26/2015 0:00,Standard,WM-107051,SP-K-6098,11,175.89,70.356,9.0356
15190,2015-41538,9/21/2015 0:00,9/27/2015 0:00,Standard,WS-121301,SP-T-3058,6,143.94,28.788,7.7576
15240,2015-41542,9/25/2015 0:00,10/1/2015 0:00,Standard,WM-107051,SP-K-2848,2,47.98,19.192,3.9192
15242,2015-41542,9/25/2015 0:00,9/25/2015 0:00,Next Day,WS-119501,FW-S-4641,1,17.99,8.995,3.6191
15243,2015-41542,9/25/2015 0:00,9/25/2015 0:00,Next Day,WS-119501,SP-S-3839,3,71.97,35.985,8.4773
15244,2015-41542,9/25/2015 0:00,9/27/2015 0:00,First Class,SR-128801,AP-M-3748,9,107.91,43.164,7.3955
15261,2015-41543,9/26/2015 0:00,10/1/2015 0:00,Standard,ES-118001,SP-T-6079,3,59.97,11.994,4.3988
15262,2015-41543,9/26/2015 0:00,10/1/2015 0:00,Standard,ES-118001,SP-K-2909,2,49.98,19.992,3.9992
15267,2015-41543,9/26/2015 0:00,9/30/2015 0:00,Standard,WW-195401,SP-T-4891,4,143.96,28.792,7.7584
15268,2015-41543,9/26/2015 0:00,9/30/2015 0:00,Standard,WW-195401,AP-W-3183,5,174.95,52.485,8.998
15269,2015-41543,9/26/2015 0:00,9/30/2015 0:00,Standard,WW-195401,SP-T-2860,6,143.94,28.788,7.7576
15270,2015-41543,9/26/2015 0:00,9/30/2015 0:00,Standard,WW-195401,SP-K-2907,9,224.91,89.964,10.9964
15271,2015-41543,9/26/2015 0:00,9/30/2015 0:00,Standard,WW-195401,SP-K-2852,2,47.98,19.192,3.9192
15272,2015-41543,9/26/2015 0:00,9/30/2015 0:00,Standard,WW-195401,SP-S-3843,4,95.96,47.98,5.8384
15273,2015-41543,9/26/2015 0:00,9/30/2015 0:00,Standard,WW-195401,SP-B-2872,2,51.98,12.995,4.0792
15281,2015-41544,9/27/2015 0:00,9/30/2015 0:00,2 Day,CW-149351,SP-S-6604,4,67.96,33.98,6.7572
15282,2015-41544,9/27/2015 0:00,9/30/2015 0:00,2 Day,CW-149351,SP-B-5299,5,314.95,78.7375,24.0465
15310,2015-41549,10/2/2015 0:00,10/7/2015 0:00,2 Day,CS-124001,SP-T-3744,14,349.86,69.972,26.4902
15323,2015-41550,10/3/2015 0:00,10/8/2015 0:00,Standard,WS-117551,FW-H-3649,2,85.98,25.794,5.4392
15329,2015-41551,10/4/2015 0:00,10/7/2015 0:00,First Class,CA-103151,SP-T-5980,2,13.98,2.796,2.699
15340,2015-41555,10/8/2015 0:00,10/13/2015 0:00,Standard,ST-116801,SP-B-3485,2,55.98,13.995,4.2392
15378,2015-41562,10/15/2015 0:00,10/15/2015 0:00,Next Day,WA-147251,FW-Y-3916,2,89.98,53.988,10.0982
15391,2015-41566,10/19/2015 0:00,10/24/2015 0:00,2 Day,SS-118601,SP-K-2905,1,24.99,9.996,3.7493
15405,2015-41570,10/23/2015 0:00,10/28/2015 0:00,Standard,SC-126851,AP-M-5097,3,77.97,31.188,5.1188
15406,2015-41570,10/23/2015 0:00,10/28/2015 0:00,Standard,SC-126851,SP-S-3843,8,191.92,95.96,9.6768
15407,2015-41570,10/23/2015 0:00,10/28/2015 0:00,Standard,SC-126851,SP-K-2850,1,23.99,9.596,2.9596
15446,2015-41577,10/30/2015 0:00,11/2/2015 0:00,2 Day,WA-142301,AP-M-4875,1,35.99,14.396,4.5193
15447,2015-41577,10/30/2015 0:00,11/2/2015 0:00,2 Day,WA-142301,AP-Y-5083,2,49.98,24.99,5.4986
15448,2015-41577,10/30/2015 0:00,11/2/2015 0:00,2 Day,WA-142301,AP-W-3812,5,124.95,37.485,10.7465
15449,2015-41577,10/30/2015 0:00,11/2/2015 0:00,2 Day,WA-142301,FW-Y-3914,4,179.96,107.976,14.5972
15468,2015-41579,11/1/2015 0:00,11/4/2015 0:00,First Class,WA-147251,SP-B-4729,1,17.99,4.4975,2.8995
15480,2015-41580,11/2/2015 0:00,11/7/2015 0:00,Standard,EB-109901,AP-W-2879,2,21.98,6.594,2.8792
15481,2015-41580,11/2/2015 0:00,11/7/2015 0:00,Standard,EB-109901,SP-K-2850,7,167.93,67.172,8.7172
15490,2015-41580,11/2/2015 0:00,11/7/2015 0:00,Standard,EW-202451,FW-S-4394,2,85.98,42.99,5.4392
15491,2015-41581,11/3/2015 0:00,11/10/2015 0:00,Standard,CS-122501,SP-K-2850,2,47.98,19.192,3.9192
15496,2015-41583,11/5/2015 0:00,11/8/2015 0:00,First Class,CB-124151,SP-F-6129,4,79.96,23.988,5.998
15497,2015-41583,11/5/2015 0:00,11/8/2015 0:00,First Class,CB-124151,SP-K-2849,3,71.97,28.788,5.5985
15506,2015-41585,11/7/2015 0:00,11/12/2015 0:00,Standard,CB-101051,AP-Y-3700,3,26.97,13.485,3.0788
15507,2015-41585,11/7/2015 0:00,11/12/2015 0:00,Standard,CB-101051,SP-T-2922,2,47.98,9.596,3.9192
15508,2015-41585,11/7/2015 0:00,11/12/2015 0:00,Standard,CB-101051,SP-T-2922,2,47.98,9.596,3.9192
15509,2015-41585,11/7/2015 0:00,11/12/2015 0:00,Standard,CB-101051,FW-Y-5416,5,44.95,26.97,3.798
15510,2015-41585,11/7/2015 0:00,11/12/2015 0:00,Standard,CB-101051,SP-B-4741,3,65.97,16.4925,4.6388
15511,2015-41585,11/7/2015 0:00,11/12/2015 0:00,Standard,CB-101051,SP-K-2908,10,249.9,99.96,11.996
15520,2015-41586,11/8/2015 0:00,11/13/2015 0:00,Standard,SC-104501,SP-K-6098,11,175.89,70.356,9.0356
15521,2015-41586,11/8/2015 0:00,11/13/2015 0:00,Standard,SC-104501,SP-S-4460,3,77.97,38.985,5.1188
15546,2015-41586,11/8/2015 0:00,11/12/2015 0:00,Standard,SW-204551,AP-M-5098,2,51.98,20.792,4.0792
15547,2015-41587,11/9/2015 0:00,11/13/2015 0:00,Standard,ER-100901,FW-R-3427,7,524.93,209.972,22.9972
15548,2015-41587,11/9/2015 0:00,11/13/2015 0:00,Standard,ER-100901,SP-K-2848,3,71.97,28.788,4.8788
15549,2015-41587,11/9/2015 0:00,11/13/2015 0:00,Standard,ER-100901,SP-K-2880,3,71.97,28.788,4.8788
15550,2015-41587,11/9/2015 0:00,11/13/2015 0:00,Standard,ER-100901,SP-S-6604,3,50.97,25.485,4.0388
15581,2015-41591,11/13/2015 0:00,11/17/2015 0:00,Standard,WA-103751,SP-T-4891,6,215.94,43.188,10.6376
15582,2015-41591,11/13/2015 0:00,11/17/2015 0:00,Standard,WW-109301,AP-W-3809,5,124.95,37.485,6.998
